# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
D9C73_006036	gene-D9C73_006036	rna-gnl|WGS:SCMI|mrna_D9C73_006036	protein_coding	0	0	1	1	0	0	0	0
D9C73_006043	gene-D9C73_006043	rna-gnl|WGS:SCMI|mrna_D9C73_006043	protein_coding	0	0	4	0	4	0	0	0
D9C73_006095	gene-D9C73_006095	rna-gnl|WGS:SCMI|mrna_D9C73_006095	protein_coding	0	0	1	0	0	0	0	1
D9C73_006096	gene-D9C73_006096	rna-gnl|WGS:SCMI|mrna_D9C73_006096	protein_coding	0	0	1	1	0	0	0	0
D9C73_006105	gene-D9C73_006105	rna-gnl|WGS:SCMI|mrna_D9C73_006105	protein_coding	0	0	1	0	0	0	0	1
D9C73_006124	gene-D9C73_006124	rna-gnl|WGS:SCMI|mrna_D9C73_006124	protein_coding	0	0	1	0	0	0	0	1
D9C73_006156	gene-D9C73_006156	rna-gnl|WGS:SCMI|mrna_D9C73_006156	protein_coding	0	0	2	0	0	0	0	2
D9C73_006166	gene-D9C73_006166	rna-gnl|WGS:SCMI|mrna_D9C73_006166	protein_coding	0	0	2	2	0	0	0	0
D9C73_006170	gene-D9C73_006170	rna-gnl|WGS:SCMI|mrna_D9C73_006170	protein_coding	0	0	1	0	1	0	0	0
D9C73_006229	gene-D9C73_006229	rna-gnl|WGS:SCMI|mrna_D9C73_006229	protein_coding	0	0	1	0	1	0	0	0
D9C73_006259	gene-D9C73_006259	rna-gnl|WGS:SCMI|mrna_D9C73_006259	protein_coding	0	0	2	0	2	0	0	0
D9C73_006325	gene-D9C73_006325	rna-gnl|WGS:SCMI|mrna_D9C73_006325	protein_coding	0	0	1	1	0	0	0	0
D9C73_006362	gene-D9C73_006362	rna-gnl|WGS:SCMI|mrna_D9C73_006362	protein_coding	0	0	1	0	0	0	0	1
D9C73_006363	gene-D9C73_006363	rna-gnl|WGS:SCMI|mrna_D9C73_006363	protein_coding	0	0	1	1	0	0	0	0
D9C73_006371	gene-D9C73_006371	rna-gnl|WGS:SCMI|mrna_D9C73_006371	protein_coding	0	0	1	0	1	0	0	0
D9C73_006372	gene-D9C73_006372	rna-gnl|WGS:SCMI|mrna_D9C73_006372	protein_coding	0	0	1	1	0	0	0	0
D9C73_006434	gene-D9C73_006434	rna-gnl|WGS:SCMI|mrna_D9C73_006434	protein_coding	0	0	1	0	1	0	0	0
D9C73_006468	gene-D9C73_006468	rna-gnl|WGS:SCMI|mrna_D9C73_006468	protein_coding	0	0	1	0	0	0	0	1
D9C73_006469	gene-D9C73_006469	rna-gnl|WGS:SCMI|mrna_D9C73_006469	protein_coding	0	0	1	1	0	0	0	0
D9C73_006529	gene-D9C73_006529	rna-gnl|WGS:SCMI|mrna_D9C73_006529	protein_coding	0	0	1	0	0	0	0	1
D9C73_006530	gene-D9C73_006530	rna-gnl|WGS:SCMI|mrna_D9C73_006530	protein_coding	0	0	1	1	0	0	0	0
D9C73_006596	gene-D9C73_006596	rna-gnl|WGS:SCMI|mrna_D9C73_006596	protein_coding	0	0	1	0	1	0	0	0
D9C73_006754	gene-D9C73_006754	rna-gnl|WGS:SCMI|mrna_D9C73_006754	protein_coding	0	0	1	0	1	0	0	0
D9C73_006797	gene-D9C73_006797	rna-gnl|WGS:SCMI|mrna_D9C73_006797	protein_coding	0	0	2	0	2	0	0	0
D9C73_006876	gene-D9C73_006876	rna-gnl|WGS:SCMI|mrna_D9C73_006876	protein_coding	0	0	1	0	1	0	0	0
D9C73_006905	gene-D9C73_006905	rna-gnl|WGS:SCMI|mrna_D9C73_006905	protein_coding	0	0	1	0	0	0	0	1
D9C73_006943	gene-D9C73_006943	rna-gnl|WGS:SCMI|mrna_D9C73_006943	protein_coding	0	0	3	0	0	0	0	3
D9C73_006956	gene-D9C73_006956	rna-gnl|WGS:SCMI|mrna_D9C73_006956	protein_coding	0	0	1	1	0	0	0	0
D9C73_006957	gene-D9C73_006957	rna-gnl|WGS:SCMI|mrna_D9C73_006957	protein_coding	0	0	1	0	0	0	0	1
D9C73_006970	gene-D9C73_006970	rna-gnl|WGS:SCMI|mrna_D9C73_006970	protein_coding	0	0	1	0	0	0	0	1
D9C73_006976	gene-D9C73_006976	rna-gnl|WGS:SCMI|mrna_D9C73_006976	protein_coding	0	0	1	0	1	0	0	0
D9C73_006994	gene-D9C73_006994	rna-gnl|WGS:SCMI|mrna_D9C73_006994	protein_coding	0	0	1	0	0	0	0	1
D9C73_007003	gene-D9C73_007003	rna-gnl|WGS:SCMI|mrna_D9C73_007003	protein_coding	0	0	1	0	1	0	0	0
D9C73_007005	gene-D9C73_007005	rna-gnl|WGS:SCMI|mrna_D9C73_007005	protein_coding	0	0	1	1	0	0	0	0
D9C73_007012	gene-D9C73_007012	rna-gnl|WGS:SCMI|mrna_D9C73_007012	protein_coding	0	0	1	1	0	0	0	0
D9C73_007013	gene-D9C73_007013	rna-gnl|WGS:SCMI|mrna_D9C73_007013	protein_coding	0	0	2	0	2	0	0	0
D9C73_007030	gene-D9C73_007030	rna-gnl|WGS:SCMI|mrna_D9C73_007030	protein_coding	0	0	1	0	0	0	0	1
D9C73_007033	gene-D9C73_007033	rna-gnl|WGS:SCMI|mrna_D9C73_007033	protein_coding	0	0	1	0	0	0	0	1
D9C73_007039	gene-D9C73_007039	rna-gnl|WGS:SCMI|mrna_D9C73_007039	protein_coding	0	0	3	3	0	0	0	0
D9C73_007043	gene-D9C73_007043	rna-gnl|WGS:SCMI|mrna_D9C73_007043	protein_coding	0	0	1	0	1	0	0	0
D9C73_007056	gene-D9C73_007056	rna-gnl|WGS:SCMI|mrna_D9C73_007056	protein_coding	0	0	1	1	0	0	0	0
D9C73_007058	gene-D9C73_007058	rna-gnl|WGS:SCMI|mrna_D9C73_007058	protein_coding	0	0	1	1	0	0	0	0
D9C73_007078	gene-D9C73_007078	rna-gnl|WGS:SCMI|mrna_D9C73_007078	protein_coding	0	0	1	0	1	0	0	0
D9C73_007106	gene-D9C73_007106	rna-gnl|WGS:SCMI|mrna_D9C73_007106	protein_coding	0	0	2	0	2	0	0	0
D9C73_007111	gene-D9C73_007111	rna-gnl|WGS:SCMI|mrna_D9C73_007111	protein_coding	0	0	1	0	0	0	0	1
D9C73_007112	gene-D9C73_007112	rna-gnl|WGS:SCMI|mrna_D9C73_007112	protein_coding	0	0	1	0	0	0	0	1
D9C73_007117	gene-D9C73_007117	rna-gnl|WGS:SCMI|mrna_D9C73_007117	protein_coding	0	0	1	0	1	0	0	0
D9C73_007123	gene-D9C73_007123	rna-gnl|WGS:SCMI|mrna_D9C73_007123	protein_coding	0	0	2	0	0	0	0	2
D9C73_007124	gene-D9C73_007124	rna-gnl|WGS:SCMI|mrna_D9C73_007124	protein_coding	0	0	1	0	1	0	0	0
D9C73_007142	gene-D9C73_007142	rna-gnl|WGS:SCMI|mrna_D9C73_007142	protein_coding	0	0	2	2	0	0	0	0
D9C73_007144	gene-D9C73_007144	rna-gnl|WGS:SCMI|mrna_D9C73_007144	protein_coding	0	0	1	1	0	0	0	0
D9C73_007164	gene-D9C73_007164	rna-gnl|WGS:SCMI|mrna_D9C73_007164	protein_coding	0	0	2	0	2	0	0	0
D9C73_007173	gene-D9C73_007173	rna-gnl|WGS:SCMI|mrna_D9C73_007173	protein_coding	0	0	1	1	0	0	0	0
D9C73_007174	gene-D9C73_007174	rna-gnl|WGS:SCMI|mrna_D9C73_007174	protein_coding	0	0	1	0	0	0	0	1
D9C73_007175	gene-D9C73_007175	rna-gnl|WGS:SCMI|mrna_D9C73_007175	protein_coding	0	0	1	1	0	0	0	0
D9C73_007178	gene-D9C73_007178	rna-gnl|WGS:SCMI|mrna_D9C73_007178	protein_coding	0	0	2	0	2	0	0	0
D9C73_007243	gene-D9C73_007243	rna-gnl|WGS:SCMI|mrna_D9C73_007243	protein_coding	0	0	1	0	1	0	0	0
D9C73_007331	gene-D9C73_007331	rna-gnl|WGS:SCMI|mrna_D9C73_007331	protein_coding	0	0	1	0	1	0	0	0
D9C73_007339	gene-D9C73_007339	rna-gnl|WGS:SCMI|mrna_D9C73_007339	protein_coding	0	0	3	0	0	0	0	3
D9C73_007385	gene-D9C73_007385	rna-gnl|WGS:SCMI|mrna_D9C73_007385	protein_coding	0	0	1	0	1	0	0	0
D9C73_007469	gene-D9C73_007469	rna-gnl|WGS:SCMI|mrna_D9C73_007469	protein_coding	0	0	1	0	1	0	0	0
D9C73_007533	gene-D9C73_007533	rna-gnl|WGS:SCMI|mrna_D9C73_007533	protein_coding	0	0	1	0	1	0	0	0
D9C73_007652	gene-D9C73_007652	rna-gnl|WGS:SCMI|mrna_D9C73_007652	protein_coding	0	0	2	0	2	0	0	0
D9C73_007746	gene-D9C73_007746	rna-gnl|WGS:SCMI|mrna_D9C73_007746	protein_coding	0	0	2	0	0	0	0	2
D9C73_007797	gene-D9C73_007797	rna-gnl|WGS:SCMI|mrna_D9C73_007797	protein_coding	0	0	1	1	0	0	0	0
D9C73_007920	gene-D9C73_007920	rna-gnl|WGS:SCMI|mrna_D9C73_007920	protein_coding	0	0	2	0	2	0	0	0
D9C73_007975	gene-D9C73_007975	rna-gnl|WGS:SCMI|mrna_D9C73_007975	protein_coding	0	0	1	0	0	0	0	1
D9C73_007983	gene-D9C73_007983	rna-gnl|WGS:SCMI|mrna_D9C73_007983	protein_coding	0	0	3	0	0	0	0	3
D9C73_008026	gene-D9C73_008026	rna-gnl|WGS:SCMI|mrna_D9C73_008026	protein_coding	0	0	1	1	0	0	0	0
D9C73_008081	gene-D9C73_008081	rna-gnl|WGS:SCMI|mrna_D9C73_008081	protein_coding	0	0	1	0	0	0	0	1
D9C73_008089	gene-D9C73_008089	rna-gnl|WGS:SCMI|mrna_D9C73_008089	protein_coding	0	0	1	0	1	0	0	0
D9C73_008091	gene-D9C73_008091	rna-gnl|WGS:SCMI|mrna_D9C73_008091	protein_coding	0	0	3	0	3	0	0	0
D9C73_008095	gene-D9C73_008095	rna-gnl|WGS:SCMI|mrna_D9C73_008095	protein_coding	0	0	2	1	1	0	0	0
D9C73_008096	gene-D9C73_008096	rna-gnl|WGS:SCMI|mrna_D9C73_008096	protein_coding	0	0	1	1	0	0	0	0
D9C73_008128	gene-D9C73_008128	rna-gnl|WGS:SCMI|mrna_D9C73_008128	protein_coding	0	0	1	1	0	0	0	0
D9C73_008144	gene-D9C73_008144	rna-gnl|WGS:SCMI|mrna_D9C73_008144	protein_coding	0	0	2	2	0	0	0	0
D9C73_008160	gene-D9C73_008160	rna-gnl|WGS:SCMI|mrna_D9C73_008160	protein_coding	0	0	1	0	1	0	0	0
D9C73_008161	gene-D9C73_008161	rna-gnl|WGS:SCMI|mrna_D9C73_008161	protein_coding	1	1	6	5	1	1	1	0
D9C73_008170	gene-D9C73_008170	rna-gnl|WGS:SCMI|mrna_D9C73_008170	protein_coding	0	0	3	1	2	0	0	0
D9C73_008171	gene-D9C73_008171	rna-gnl|WGS:SCMI|mrna_D9C73_008171	protein_coding	0	0	1	1	0	0	0	0
D9C73_008175	gene-D9C73_008175	rna-gnl|WGS:SCMI|mrna_D9C73_008175	protein_coding	0	0	1	0	1	0	0	0
D9C73_008193	gene-D9C73_008193	rna-gnl|WGS:SCMI|mrna_D9C73_008193	protein_coding	0	0	2	0	2	0	0	0
D9C73_008216	gene-D9C73_008216	rna-gnl|WGS:SCMI|mrna_D9C73_008216	protein_coding	0	0	2	0	2	0	0	0
D9C73_008240	gene-D9C73_008240	rna-gnl|WGS:SCMI|mrna_D9C73_008240	protein_coding	0	0	1	0	1	0	0	0
D9C73_008264	gene-D9C73_008264	rna-gnl|WGS:SCMI|mrna_D9C73_008264	protein_coding	0	0	1	0	1	0	0	0
D9C73_008265	gene-D9C73_008265	rna-gnl|WGS:SCMI|mrna_D9C73_008265	protein_coding	0	0	1	1	0	0	0	0
D9C73_008267	gene-D9C73_008267	rna-gnl|WGS:SCMI|mrna_D9C73_008267	protein_coding	0	0	1	0	1	0	0	0
D9C73_008280	gene-D9C73_008280	rna-gnl|WGS:SCMI|mrna_D9C73_008280	protein_coding	0	0	1	0	0	0	0	1
D9C73_008404	gene-D9C73_008404	rna-gnl|WGS:SCMI|mrna_D9C73_008404	protein_coding	0	0	2	0	2	0	0	0
D9C73_008408	gene-D9C73_008408	rna-gnl|WGS:SCMI|mrna_D9C73_008408	protein_coding	0	0	1	0	1	0	0	0
D9C73_008419	gene-D9C73_008419	rna-gnl|WGS:SCMI|mrna_D9C73_008419	protein_coding	0	0	5	0	0	0	0	5
D9C73_008420	gene-D9C73_008420	rna-gnl|WGS:SCMI|mrna_D9C73_008420	protein_coding	0	0	2	0	2	0	0	0
D9C73_008421	gene-D9C73_008421	rna-gnl|WGS:SCMI|mrna_D9C73_008421	protein_coding	0	0	2	2	0	0	0	0
D9C73_008422	gene-D9C73_008422	rna-gnl|WGS:SCMI|mrna_D9C73_008422	protein_coding	0	0	2	0	2	0	0	0
D9C73_008423	gene-D9C73_008423	rna-gnl|WGS:SCMI|mrna_D9C73_008423	protein_coding	0	0	3	1	0	0	0	2
D9C73_008424	gene-D9C73_008424	rna-gnl|WGS:SCMI|mrna_D9C73_008424	protein_coding	0	0	4	3	0	0	0	1
D9C73_008449	gene-D9C73_008449	rna-gnl|WGS:SCMI|mrna_D9C73_008449	protein_coding	0	0	2	0	0	0	0	2
D9C73_008450	gene-D9C73_008450	rna-gnl|WGS:SCMI|mrna_D9C73_008450	protein_coding	0	0	2	0	0	0	0	2
D9C73_008509	gene-D9C73_008509	rna-gnl|WGS:SCMI|mrna_D9C73_008509	protein_coding	0	0	1	0	1	0	0	0
D9C73_008548	gene-D9C73_008548	rna-gnl|WGS:SCMI|mrna_D9C73_008548	protein_coding	0	0	1	0	1	0	0	0
D9C73_008822	gene-D9C73_008822	rna-gnl|WGS:SCMI|mrna_D9C73_008822	protein_coding	0	0	4	0	4	0	0	0
D9C73_008897	gene-D9C73_008897	rna-gnl|WGS:SCMI|mrna_D9C73_008897	protein_coding	0	0	1	1	0	0	0	0
D9C73_008898	gene-D9C73_008898	rna-gnl|WGS:SCMI|mrna_D9C73_008898	protein_coding	0	0	1	1	0	0	0	0
D9C73_008904	gene-D9C73_008904	rna-gnl|WGS:SCMI|mrna_D9C73_008904	protein_coding	0	0	1	0	0	0	0	1
D9C73_008914	gene-D9C73_008914	rna-gnl|WGS:SCMI|mrna_D9C73_008914	protein_coding	0	0	1	1	0	0	0	0
D9C73_008918	gene-D9C73_008918	rna-gnl|WGS:SCMI|mrna_D9C73_008918	protein_coding	0	0	2	0	0	0	0	2
D9C73_008919	gene-D9C73_008919	rna-gnl|WGS:SCMI|mrna_D9C73_008919	protein_coding	0	0	2	0	2	0	0	0
D9C73_008954	gene-D9C73_008954	rna-gnl|WGS:SCMI|mrna_D9C73_008954	protein_coding	0	0	2	0	2	0	0	0
D9C73_009054	gene-D9C73_009054	rna-gnl|WGS:SCMI|mrna_D9C73_009054	protein_coding	0	0	1	0	1	0	0	0
D9C73_009065	gene-D9C73_009065	rna-gnl|WGS:SCMI|mrna_D9C73_009065	protein_coding	0	0	1	1	0	0	0	0
D9C73_009066	gene-D9C73_009066	rna-gnl|WGS:SCMI|mrna_D9C73_009066	protein_coding	0	0	1	0	0	0	0	1
D9C73_009101	gene-D9C73_009101	rna-gnl|WGS:SCMI|mrna_D9C73_009101	protein_coding	0	0	1	0	1	0	0	0
D9C73_009200	gene-D9C73_009200	rna-gnl|WGS:SCMI|mrna_D9C73_009200	protein_coding	0	0	1	0	0	0	0	1
D9C73_009203	gene-D9C73_009203	rna-gnl|WGS:SCMI|mrna_D9C73_009203	protein_coding	0	0	1	0	0	0	0	1
D9C73_009233	gene-D9C73_009233	rna-gnl|WGS:SCMI|mrna_D9C73_009233	protein_coding	0	0	1	1	0	0	0	0
D9C73_009453	gene-D9C73_009453	rna-gnl|WGS:SCMI|mrna_D9C73_009453	protein_coding	0	0	1	0	1	0	0	0
D9C73_009456	gene-D9C73_009456	rna-gnl|WGS:SCMI|mrna_D9C73_009456	protein_coding	0	0	1	1	0	0	0	0
D9C73_009523	gene-D9C73_009523	rna-gnl|WGS:SCMI|mrna_D9C73_009523	protein_coding	0	0	1	0	0	0	0	1
D9C73_009532	gene-D9C73_009532	rna-gnl|WGS:SCMI|mrna_D9C73_009532	protein_coding	0	0	1	0	1	0	0	0
D9C73_009621	gene-D9C73_009621	rna-gnl|WGS:SCMI|mrna_D9C73_009621	protein_coding	0	0	2	0	2	0	0	0
D9C73_009644	gene-D9C73_009644	rna-gnl|WGS:SCMI|mrna_D9C73_009644	protein_coding	0	0	3	0	2	0	0	1
D9C73_009716	gene-D9C73_009716	rna-gnl|WGS:SCMI|mrna_D9C73_009716	protein_coding	0	0	1	0	1	0	0	0
D9C73_009740	gene-D9C73_009740	rna-gnl|WGS:SCMI|mrna_D9C73_009740	protein_coding	0	0	2	0	2	0	0	0
D9C73_009878	gene-D9C73_009878	rna-gnl|WGS:SCMI|mrna_D9C73_009878	protein_coding	0	0	2	0	2	0	0	0
D9C73_009960	gene-D9C73_009960	rna-gnl|WGS:SCMI|mrna_D9C73_009960	protein_coding	0	0	1	0	1	0	0	0
D9C73_010051	gene-D9C73_010051	rna-gnl|WGS:SCMI|mrna_D9C73_010051	protein_coding	0	0	2	0	2	0	0	0
D9C73_010054	gene-D9C73_010054	rna-gnl|WGS:SCMI|mrna_D9C73_010054	protein_coding	0	0	2	2	0	0	0	0
D9C73_010136	gene-D9C73_010136	rna-gnl|WGS:SCMI|mrna_D9C73_010136	protein_coding	0	0	1	0	0	0	0	1
D9C73_010178	gene-D9C73_010178	rna-gnl|WGS:SCMI|mrna_D9C73_010178	protein_coding	0	0	2	2	0	0	0	0
D9C73_010179	gene-D9C73_010179	rna-gnl|WGS:SCMI|mrna_D9C73_010179	protein_coding	0	0	4	0	2	0	0	2
D9C73_010180	gene-D9C73_010180	rna-gnl|WGS:SCMI|mrna_D9C73_010180	protein_coding	1	0	3	0	3	0	1	0
D9C73_010308	gene-D9C73_010308	rna-gnl|WGS:SCMI|mrna_D9C73_010308	protein_coding	0	0	1	1	0	0	0	0
D9C73_010309	gene-D9C73_010309	rna-gnl|WGS:SCMI|mrna_D9C73_010309	protein_coding	0	0	1	0	0	0	0	1
D9C73_010380	gene-D9C73_010380	rna-gnl|WGS:SCMI|mrna_D9C73_010380	protein_coding	0	0	1	1	0	0	0	0
D9C73_010445	gene-D9C73_010445	rna-gnl|WGS:SCMI|mrna_D9C73_010445	protein_coding	0	0	3	3	0	0	0	0
D9C73_010446	gene-D9C73_010446	rna-gnl|WGS:SCMI|mrna_D9C73_010446	protein_coding	0	0	3	0	0	0	0	3
D9C73_010451	gene-D9C73_010451	rna-gnl|WGS:SCMI|mrna_D9C73_010451	protein_coding	0	0	2	2	0	0	0	0
D9C73_010476	gene-D9C73_010476	rna-gnl|WGS:SCMI|mrna_D9C73_010476	protein_coding	0	0	1	0	1	0	0	0
D9C73_010510	gene-D9C73_010510	rna-gnl|WGS:SCMI|mrna_D9C73_010510	protein_coding	0	0	7	0	0	0	0	7
D9C73_010515	gene-D9C73_010515	rna-gnl|WGS:SCMI|mrna_D9C73_010515	protein_coding	0	0	2	1	0	0	0	1
D9C73_010523	gene-D9C73_010523	rna-gnl|WGS:SCMI|mrna_D9C73_010523	protein_coding	0	0	1	0	0	0	0	1
D9C73_010539	gene-D9C73_010539	rna-gnl|WGS:SCMI|mrna_D9C73_010539	protein_coding	0	0	1	0	0	0	0	1
D9C73_010558	gene-D9C73_010558	rna-gnl|WGS:SCMI|mrna_D9C73_010558	protein_coding	0	0	2	0	0	0	0	2
D9C73_010559	gene-D9C73_010559	rna-gnl|WGS:SCMI|mrna_D9C73_010559	protein_coding	0	0	1	1	0	0	0	0
D9C73_010560	gene-D9C73_010560	rna-gnl|WGS:SCMI|mrna_D9C73_010560	protein_coding	0	0	2	0	0	0	0	2
D9C73_010574	gene-D9C73_010574	rna-gnl|WGS:SCMI|mrna_D9C73_010574	protein_coding	0	0	1	0	0	0	0	1
D9C73_010638	gene-D9C73_010638	rna-gnl|WGS:SCMI|mrna_D9C73_010638	protein_coding	0	0	1	1	0	0	0	0
D9C73_010640	gene-D9C73_010640	rna-gnl|WGS:SCMI|mrna_D9C73_010640	protein_coding	0	0	3	0	2	0	0	1
D9C73_010658	gene-D9C73_010658	rna-gnl|WGS:SCMI|mrna_D9C73_010658	protein_coding	0	0	1	0	0	0	0	1
D9C73_010676	gene-D9C73_010676	rna-gnl|WGS:SCMI|mrna_D9C73_010676	protein_coding	0	0	1	1	0	0	0	0
D9C73_010696	gene-D9C73_010696	rna-gnl|WGS:SCMI|mrna_D9C73_010696	protein_coding	0	0	1	1	0	0	0	0
D9C73_010697	gene-D9C73_010697	rna-gnl|WGS:SCMI|mrna_D9C73_010697	protein_coding	0	0	1	0	0	0	0	1
D9C73_010714	gene-D9C73_010714	rna-gnl|WGS:SCMI|mrna_D9C73_010714	protein_coding	0	0	1	0	1	0	0	0
D9C73_010721	gene-D9C73_010721	rna-gnl|WGS:SCMI|mrna_D9C73_010721	protein_coding	0	0	2	0	2	0	0	0
D9C73_010750	gene-D9C73_010750	rna-gnl|WGS:SCMI|mrna_D9C73_010750	protein_coding	0	0	1	1	0	0	0	0
D9C73_010827	gene-D9C73_010827	rna-gnl|WGS:SCMI|mrna_D9C73_010827	protein_coding	1	0	2	0	2	0	1	0
D9C73_010833	gene-D9C73_010833	rna-gnl|WGS:SCMI|mrna_D9C73_010833	protein_coding	0	0	1	0	0	0	0	1
D9C73_010874	gene-D9C73_010874	rna-gnl|WGS:SCMI|mrna_D9C73_010874	protein_coding	0	0	2	0	0	0	0	2
D9C73_010875	gene-D9C73_010875	rna-gnl|WGS:SCMI|mrna_D9C73_010875	protein_coding	0	0	2	0	0	0	0	2
D9C73_010882	gene-D9C73_010882	rna-gnl|WGS:SCMI|mrna_D9C73_010882	protein_coding	0	0	1	0	0	0	0	1
D9C73_010892	gene-D9C73_010892	rna-gnl|WGS:SCMI|mrna_D9C73_010892	protein_coding	0	0	2	0	0	0	0	2
D9C73_010893	gene-D9C73_010893	rna-gnl|WGS:SCMI|mrna_D9C73_010893	protein_coding	0	0	1	1	0	0	0	0
D9C73_010894	gene-D9C73_010894	rna-gnl|WGS:SCMI|mrna_D9C73_010894	protein_coding	0	0	1	0	0	0	0	1
D9C73_010895	gene-D9C73_010895	rna-gnl|WGS:SCMI|mrna_D9C73_010895	protein_coding	0	0	1	1	0	0	0	0
D9C73_010905	gene-D9C73_010905	rna-gnl|WGS:SCMI|mrna_D9C73_010905	protein_coding	0	0	1	0	0	0	0	1
D9C73_010966	gene-D9C73_010966	rna-gnl|WGS:SCMI|mrna_D9C73_010966	protein_coding	0	0	1	0	1	0	0	0
D9C73_010975	gene-D9C73_010975	rna-gnl|WGS:SCMI|mrna_D9C73_010975	protein_coding	0	0	1	0	0	0	0	1
D9C73_011011	gene-D9C73_011011	rna-gnl|WGS:SCMI|mrna_D9C73_011011	protein_coding	0	0	1	0	1	0	0	0
D9C73_011065	gene-D9C73_011065	rna-gnl|WGS:SCMI|mrna_D9C73_011065	protein_coding	0	0	1	0	0	0	0	1
D9C73_011083	gene-D9C73_011083	rna-gnl|WGS:SCMI|mrna_D9C73_011083	protein_coding	0	0	1	0	0	0	0	1
D9C73_011121	gene-D9C73_011121	rna-gnl|WGS:SCMI|mrna_D9C73_011121	protein_coding	0	0	1	0	1	0	0	0
D9C73_011183	gene-D9C73_011183	rna-gnl|WGS:SCMI|mrna_D9C73_011183	protein_coding	0	0	1	0	1	0	0	0
D9C73_011186	gene-D9C73_011186	rna-gnl|WGS:SCMI|mrna_D9C73_011186	protein_coding	0	0	4	0	2	0	0	2
D9C73_011576	gene-D9C73_011576	rna-gnl|WGS:SCMI|mrna_D9C73_011576	protein_coding	0	0	1	0	1	0	0	0
D9C73_011701	gene-D9C73_011701	rna-gnl|WGS:SCMI|mrna_D9C73_011701	protein_coding	0	0	1	0	1	0	0	0
D9C73_011724	gene-D9C73_011724	rna-gnl|WGS:SCMI|mrna_D9C73_011724	protein_coding	0	0	1	0	1	0	0	0
D9C73_011725	gene-D9C73_011725	rna-gnl|WGS:SCMI|mrna_D9C73_011725	protein_coding	0	0	1	1	0	0	0	0
D9C73_011919	gene-D9C73_011919	rna-gnl|WGS:SCMI|mrna_D9C73_011919	protein_coding	0	0	1	0	0	0	0	1
D9C73_011920	gene-D9C73_011920	rna-gnl|WGS:SCMI|mrna_D9C73_011920	protein_coding	0	0	1	1	0	0	0	0
D9C73_011929	gene-D9C73_011929	rna-gnl|WGS:SCMI|mrna_D9C73_011929	protein_coding	0	0	3	0	0	0	0	3
D9C73_011930	gene-D9C73_011930	rna-gnl|WGS:SCMI|mrna_D9C73_011930	protein_coding	0	0	3	3	0	0	0	0
D9C73_011950	gene-D9C73_011950	rna-gnl|WGS:SCMI|mrna_D9C73_011950	protein_coding	0	0	2	2	0	0	0	0
D9C73_011954	gene-D9C73_011954	rna-gnl|WGS:SCMI|mrna_D9C73_011954	protein_coding	0	0	1	0	1	0	0	0
D9C73_011984	gene-D9C73_011984	rna-gnl|WGS:SCMI|mrna_D9C73_011984	protein_coding	0	0	1	0	1	0	0	0
D9C73_011985	gene-D9C73_011985	rna-gnl|WGS:SCMI|mrna_D9C73_011985	protein_coding	0	0	1	1	0	0	0	0
D9C73_012001	gene-D9C73_012001	rna-gnl|WGS:SCMI|mrna_D9C73_012001	protein_coding	0	0	3	0	0	0	0	3
D9C73_012029	gene-D9C73_012029	rna-gnl|WGS:SCMI|mrna_D9C73_012029	protein_coding	0	0	1	0	1	0	0	0
D9C73_012035	gene-D9C73_012035	rna-gnl|WGS:SCMI|mrna_D9C73_012035	protein_coding	0	0	2	2	0	0	0	0
D9C73_012036	gene-D9C73_012036	rna-gnl|WGS:SCMI|mrna_D9C73_012036	protein_coding	0	0	2	2	0	0	0	0
D9C73_012038	gene-D9C73_012038	rna-gnl|WGS:SCMI|mrna_D9C73_012038	protein_coding	0	0	2	0	2	0	0	0
D9C73_012039	gene-D9C73_012039	rna-gnl|WGS:SCMI|mrna_D9C73_012039	protein_coding	0	0	2	0	0	0	0	2
D9C73_012055	gene-D9C73_012055	rna-gnl|WGS:SCMI|mrna_D9C73_012055	protein_coding	0	0	2	0	2	0	0	0
D9C73_012070	gene-D9C73_012070	rna-gnl|WGS:SCMI|mrna_D9C73_012070	protein_coding	0	0	5	4	0	0	0	1
D9C73_012097	gene-D9C73_012097	rna-gnl|WGS:SCMI|mrna_D9C73_012097	protein_coding	0	0	1	0	0	0	0	1
D9C73_012110	gene-D9C73_012110	rna-gnl|WGS:SCMI|mrna_D9C73_012110	protein_coding	0	0	2	0	0	0	0	2
D9C73_012111	gene-D9C73_012111	rna-gnl|WGS:SCMI|mrna_D9C73_012111	protein_coding	0	0	3	0	0	0	0	3
D9C73_012148	gene-D9C73_012148	rna-gnl|WGS:SCMI|mrna_D9C73_012148	protein_coding	0	0	4	1	0	0	0	3
D9C73_012149	gene-D9C73_012149	rna-gnl|WGS:SCMI|mrna_D9C73_012149	protein_coding	0	0	1	0	0	0	0	1
D9C73_012177	gene-D9C73_012177	rna-gnl|WGS:SCMI|mrna_D9C73_012177	protein_coding	0	0	3	0	0	0	0	3
D9C73_012178	gene-D9C73_012178	rna-gnl|WGS:SCMI|mrna_D9C73_012178	protein_coding	0	0	3	3	0	0	0	0
